tmdb_id,imdb_id,title,genre,director,producers,screenwriters,imdb_rating,imdb_vote_count,running_time_minutes
10131,tt0095742,A Nightmare on Elm Street 4: The Dream Master,Horror,Renny Harlin,"Robert Shaye, Rachel Talalay","Wes Craven, William Kotzwinkle, Brian Helgeland, Jim Wheat, Ken Wheat",5.6,68506,93
10132,tt0096219,Talk Radio,"Drama, Thriller",Oliver Stone,"A. Kitman Ho, Edward R. Pressman","Stephen Singular, Eric Bogosian, Tad Savinar, Oliver Stone",7.2,15643,110
10133,tt0284978,Cypher,"Mystery, Sci-Fi, Thriller",Vincenzo Natali,"Paul Federbush, Wendy Grean, Casey La Scala, Hunt Lowry",Brian King,6.7,33285,95
10134,tt0097138,Cyborg,"Action, Sci-Fi, Thriller",Albert Pyun,"Yoram Globus, Menahem Golan",Albert Pyun,5.1,37289,86
10135,tt0098206,Road House,"Action, Thriller",Rowdy Herrington,Joel Silver,"R. Lance Hill, Hilary Henkin",6.7,112911,114
10136,tt0091129,The Golden Child,"Action, Adventure, Comedy",Michael Ritchie,"Edward S. Feldman, Robert D. Wachs",Dennis Feldman,6.0,63865,94
10137,tt0164912,Stuart Little,"Adventure, Comedy, Family",Rob Minkoff,Douglas Wick,"E.B. White, M. Night Shyamalan, Greg Brooker",6.0,161471,84
10138,tt1228705,Iron Man 2,"Action, Sci-Fi",Jon Favreau,Kevin Feige,"Justin Theroux, Stan Lee, Don Heck, Larry Lieber, Jack Kirby",6.9,947087,124
10139,tt1013753,Milk,"Biography, Drama, History",Gus Van Sant,"Bruce Cohen, Dan Jinks",Dustin Lance Black,7.5,186589,128
10140,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Family, Fantasy",Michael Apted,"Andrew Adamson, Mark Johnson, Philip Steuer","Christopher Markus, Stephen McFeely, Michael Petroni, C.S. Lewis",6.3,178654,113
10141,tt0095031,Dirty Rotten Scoundrels,"Comedy, Crime",Frank Oz,Bernard Williams,"Dale Launer, Stanley Shapiro, Paul Henning",7.4,86984,110
10142,tt0097027,Casualties of War,"Action, Crime, Drama",Brian De Palma,Art Linson,"Daniel Lang, David Rabe",7.1,52109,113
10144,tt0097757,The Little Mermaid,"Adventure, Animation, Family","Ron Clements, John Musker","Howard Ashman, John Musker","John Musker, Ron Clements, Hans Christian Andersen, Howard Ashman, Gerrit Graham, Sam Graham, Chris Hubbell",7.6,314042,83
10145,tt0356618,The Forgotten,"Drama, Mystery, Sci-Fi",Joseph Ruben,"Bruce Cohen, Dan Jinks, Joe Roth",Gerald Di Pego,5.8,71404,91
10146,tt0089656,Men...,"Comedy, Romance",Doris Dörrie,"Denyse Noever, Helmut Rasp, Elvira Senft",Doris Dörrie,6.6,1419,99
10147,tt0307987,Bad Santa,"Comedy, Crime, Drama",Terry Zwigoff,"Sarah Aubrey, John Cameron, Bob Weinstein","Glenn Ficarra, John Requa",7.0,168212,92
10148,tt0835802,Krystal,"Comedy, Drama",William H. Macy,"Dan Keston, Rachel Winter",William Porter,5.5,1881,90
10149,tt0114478,Smoke,"Comedy, Drama",Wayne Wang,"Kenzô Horikoshi, Greg Johnson, Hisami Kuroiwa, Peter Newman",Paul Auster,7.4,38907,112
10150,tt0084237,The Last Unicorn,"Adventure, Animation, Drama","Jules Bass, Arthur Rankin Jr.","Jules Bass, Arthur Rankin Jr.",Peter S. Beagle,7.3,33463,92
10151,tt0434345,Snow White,Drama,Samir,Susann Rüdlinger,"Samir, Michael Sauter",5.7,575,111
10152,tt0329028,Dumb and Dumberer: When Harry Met Lloyd,Comedy,Troy Miller,"Oren Koules, Brad Krevoy, Troy Miller, Steven Stabler","Peter Farrelly, Bennett Yellin, Bobby Farrelly, Robert Brener, Troy Miller",3.5,44696,85
10153,tt0120184,Sphere,"Mystery, Sci-Fi, Thriller",Barry Levinson,"Michael Crichton, Barry Levinson, Andrew Wald","Michael Crichton, Kurt Wimmer, Stephen Hauser, Paul Attanasio",6.1,117871,134
10154,tt0130121,Mickey Blue Eyes,"Comedy, Crime, Romance","Kelly Makin, Carl Gottlieb","Elizabeth Hurley, Charles Mulvehill","Adam Scheinman, Robert Kuhn",5.9,39684,102
10155,tt0120399,U Turn,"Crime, Drama, Thriller",Oliver Stone,"Dan Halsted, Clayton Townsend",John Ridley,6.7,57845,125
10156,tt0082517,History of the World: Part I,"Comedy, History, Musical",Mel Brooks,Mel Brooks,Mel Brooks,6.8,59396,92
10157,tt0089822,Police Academy 2: Their First Assignment,Comedy,"Jerry Paris, James Signorelli",Paul Maslansky,"Neal Israel, Pat Proft, Barry W. Blaustein, David Sheffield",5.8,63825,87
10158,tt0105812,White Men Can't Jump,"Comedy, Sport",Ron Shelton,"David V. Lester, Don Miller",Ron Shelton,6.8,104241,115
10159,tt0327850,The Rundown,"Action, Adventure, Comedy",Peter Berg,"Marc Abraham, Karen Glasser, Kevin Misher","R.J. Stewart, James Vanderbilt",6.6,148760,104
10160,tt0097981,A Nightmare on Elm Street: The Dream Child,"Fantasy, Horror",Stephen Hopkins,"Rupert Harvey, Robert Shaye","Wes Craven, John Skipp, Craig Spector, Leslie Bohem",5.1,56345,89
10161,tt0097937,My Left Foot: The Story of Christy Brown,"Biography, Drama",Jim Sheridan,Noel Pearson,"Shane Connaughton, Jim Sheridan, Christy Brown",7.8,85638,103
10162,tt0166396,Waking Ned,Comedy,Kirk Jones,"Richard Holmes, Glynis Murray",Kirk Jones,7.3,29956,91
10163,tt0104692,The Lawnmower Man,"Horror, Sci-Fi",Brett Leonard,Gimel Everett,"Stephen King, Brett Leonard, Gimel Everett",5.5,42502,108
10164,tt0099204,Cadillac Man,"Comedy, Crime",Roger Donaldson,"Roger Donaldson, Charles Roven",Ken Friedman,5.8,17616,97
10165,tt0045758,Fear and Desire,"Drama, Thriller, War",Stanley Kubrick,Stanley Kubrick,Howard Sackler,5.3,15463,62
10166,tt0100944,The Witches,"Adventure, Comedy, Family",Nicolas Roeg,Mark Shivas,"Roald Dahl, Allan Scott",6.8,59687,91
10167,tt0297162,Half Past Dead,"Action, Crime, Thriller",Don Michael Paul,"Brandon K. Hogan, Elie Samaha, Steven Seagal, Andrew Stevens",Don Michael Paul,4.6,17794,98
10168,tt0099615,The Freshman,"Comedy, Crime",Andrew Bergman,Mike Lobell,Andrew Bergman,6.5,23372,102
10169,tt0100135,Men at Work,"Action, Comedy, Crime",Emilio Estevez,Cassian Elwes,Emilio Estevez,5.9,29680,98
10170,tt0100530,The Russia House,"Drama, Romance, Thriller",Fred Schepisi,"Paul Maslansky, Fred Schepisi","John le Carré, Tom Stoppard",6.1,19838,123
10171,tt0102050,Voyager,"Drama, Romance",Volker Schlöndorff,Eberhard Junkersdorf,"Volker Schlöndorff, Rudy Wurlitzer, Max Frisch, James Ragan",6.7,3793,117
10172,tt0422774,Are We Done Yet?,"Comedy, Family",Steve Carr,"Matt Alvarez, Ice Cube, Todd Garner, Ted Hartley","Norman Panama, Melvin Frank, Steven Gary Banks, Claudia Grazioso, Hank Nelken",4.4,24145,92
10173,tt0100114,Marked for Death,"Action, Crime, Drama",Dwight H. Little,"Michael Grais, Steven Seagal, Mark Victor","Michael Grais, Mark Victor",5.9,26463,93
10174,tt0102370,Madonna: Truth or Dare,"Documentary, Music",Alek Keshishian,"Tim Clawson, Jay Roewe",,6.5,10557,120
10175,tt0408253,Tears of Kali,"Fantasy, Horror",Andreas Marschall,"Olivera Becker, Tim Luna",Andreas Marschall,5.3,918,106
10176,tt0089869,The Quiet Earth,"Drama, Mystery, Sci-Fi",Geoff Murphy,"Sam Pillsbury, Don Reynolds","Craig Harrison, Bill Baer, Bruno Lawrence, Sam Pillsbury",6.7,29627,91
10177,tt0383353,Evil Aliens,"Comedy, Horror, Sci-Fi",Jake West,Tim Dennison,Jake West,5.2,6279,93
10178,tt0046816,The Caine Mutiny,"Drama, War",Edward Dmytryk,Stanley Kramer,"Stanley Roberts, Michael Blankfort, Herman Wouk",7.7,31179,124
10179,tt0087451,The Ice Pirates,"Action, Adventure, Comedy",Stewart Raffill,John Foreman,"Stewart Raffill, Stanford Sherman",5.7,12837,94
10180,tt0236027,Flickering Lights,"Action, Comedy, Crime",Anders Thomas Jensen,"Kim Magnusson, Tivi Magnusson",Anders Thomas Jensen,7.5,27115,109
10183,tt0978759,Frozen River,"Crime, Drama",Courtney Hunt,"Chip Hourihan, Heather Rae Priest",Courtney Hunt,7.1,27261,97
10184,tt1001508,He's Just Not That Into You,"Comedy, Drama, Romance",Ken Kwapis,Nancy Juvonen,"Abby Kohn, Marc Silverstein, Greg Behrendt, Liz Tuccillo",6.4,196659,129
10185,tt0805570,The Midnight Meat Train,"Horror, Mystery, Thriller",Ryūhei Kitamura,"Clive Barker, Gary Lucchesi, Eric Reid, Tom Rosenberg","Jeff Buhler, Clive Barker",6.0,75871,100
10186,tt1031969,The Rocker,"Comedy, Music",Peter Cattaneo,"Shawn Levy, Tom McNulty","Maya Forbes, Wallace Wolodarsky, Ryan Jaffe",6.2,41371,102
10187,tt1027862,Swing Vote,"Comedy, Drama",Joshua Michael Stern,"Kevin Costner, Jim Wilson","Jason Richman, Joshua Michael Stern, David Giammarco",6.1,20253,120
10188,tt1018785,The Sisterhood of the Traveling Pants 2,"Comedy, Drama, Romance",Sanaa Hamri,"Debra Martin Chase, Kira Davis, Denise Di Novi, Broderick Johnson","Elizabeth Chandler, Ann Brashares",6.2,32045,119
10189,tt0910936,Pineapple Express,"Action, Comedy, Crime",David Gordon Green,"Judd Apatow, Shauna Robertson","Seth Rogen, Evan Goldberg, Judd Apatow",6.9,374417,111
10190,tt0787523,Towelhead,Drama,Alan Ball,"Alan Ball, Ted Hope","Alan Ball, Alicia Erian",6.9,12346,124
10191,tt0892769,How to Train Your Dragon,"Action, Adventure, Animation","Dean DeBlois, Chris Sanders",Bonnie Arnold,"William Davies, Dean DeBlois, Chris Sanders, Cressida Cowell, Marc Hyman, Adam F. Goldberg",8.1,903232,98
10192,tt0892791,Shrek Forever After,"Adventure, Animation, Comedy",Mike Mitchell,"Teresa Cheng, Gina Shay","Josh Klausner, Darren Lemke, William Steig, Matthew Shire, Alejandro Bien-Willner",6.3,248178,93
10193,tt0435761,Toy Story 3,"Adventure, Animation, Comedy",Lee Unkrich,Darla K. Anderson,"John Lasseter, Andrew Stanton, Lee Unkrich, Michael Arndt, Mark Andrews, Justin Wright, David Reynolds",8.3,983728,103
10195,tt0800369,Thor,"Action, Fantasy",Kenneth Branagh,Kevin Feige,"Ashley E. Miller, Zack Stentz, Don Payne, J. Michael Straczynski, Mark Protosevich, Stan Lee, Larry Lieber, Jack Kirby",7.0,974460,115
10196,tt0938283,The Last Airbender,"Action, Adventure, Family",M. Night Shyamalan,"Frank Marshall, Sam Mercer, M. Night Shyamalan",M. Night Shyamalan,3.9,182174,103
10197,tt0875034,Nine,"Drama, Musical, Romance",Rob Marshall,"John DeLuca, Rob Marshall, Marc Platt, Harvey Weinstein","Michael Tolkin, Anthony Minghella, Arthur Kopit, Maury Yeston, Mario Fratti",5.8,46626,118
10198,tt0780521,The Princess and the Frog,"Adventure, Animation, Comedy","Ron Clements, John Musker",Peter Del Vecho,"Ron Clements, John Musker, Rob Edwards, Greg Erb, Jason Oremland, E.D. Baker",7.2,189057,97
10199,tt0420238,The Tale of Despereaux,"Adventure, Animation, Comedy","Sam Fell, Robert Stevenhagen","Gary Ross, Allison Thomas","Gary Ross, Will McRobb, Chris Viscardi, Kate DiCamillo",6.1,41584,93
10200,tt0970416,The Day the Earth Stood Still,"Adventure, Drama, Sci-Fi",Scott Derrickson,"Paul Harris Boardman, Gregory Goodman, Erwin Stoff","David Scarpa, Edmund H. North",5.5,188165,104
10201,tt1068680,Yes Man,"Comedy, Romance",Peyton Reed,"David Heyman, Richard D. Zanuck","Nicholas Stoller, Jarrad Paul, Andrew Mogel, Danny Wallace",6.8,406865,104
10202,tt0960731,Bedtime Stories,"Adventure, Comedy, Family",Adam Shankman,"Jack Giarraputo, Andrew Gunn, Adam Sandler","Matt Lopez, Tim Herlihy",6.0,106843,99
10204,tt0327437,Around the World in 80 Days,"Action, Adventure, Comedy",Frank Coraci,"Bill Badalato, Hal Lieberman","Jules Verne, David N. Titcher, David Benullo, David Andrew Goldstein",5.9,99974,120
10205,tt0189456,Cut,"Comedy, Horror, Mystery",Kimble Rendall,"Bill Bennett, Jennifer Cluff, Martin Fabinyi","Dave Warner, Mark Lamprell",4.4,4068,82
10206,tt0103893,Buffy the Vampire Slayer,"Action, Comedy, Fantasy",Fran Rubel Kuzui,"Kaz Kuzui, Howard Rosenman",Joss Whedon,5.7,52816,86
10207,tt0139462,Message in a Bottle,"Drama, Romance",Luis Mandoki,"Kevin Costner, Denise Di Novi, Jim Wilson","Nicholas Sparks, Gerald Di Pego",6.3,42620,126
10208,tt0158811,Muppets from Space,"Adventure, Comedy, Family",Tim Hill,"Martin G. Baker, Brian Henson","Jerry Juhl, Joey Mazzarino, Ken Kaufman",6.3,22037,87
10209,tt0136244,Hideous Kinky,"Adventure, Drama, Romance",Gillies MacKinnon,Ann Scott,"Esther Freud, Billy MacKinnon",6.0,7279,98
10210,tt0140379,A Midsummer Night's Dream,"Comedy, Fantasy, Romance",Michael Hoffman,"Michael Hoffman, Leslie Urdang","William Shakespeare, Michael Hoffman",6.4,28544,116
10211,tt0136423,Night Shapes,"Comedy, Drama",Andreas Dresen,Peter Rommel,Andreas Dresen,7.3,779,101
10212,tt0129332,Ravenous,"Adventure, Drama, Horror",Antonia Bird,"Adam Fields, David Heyman",Ted Griffin,6.9,46883,101
10213,tt0120695,From Dusk Till Dawn 3: The Hangman's Daughter,"Horror, Thriller, Western",P.J. Pesce,"Michael S. Murphey, Gianni Nunnari, Meir Teper","Álvaro Rodríguez, Robert Rodriguez",4.8,13586,94
10214,tt0362165,Son of the Mask,"Comedy, Family, Fantasy",Lawrence Guterman,"Erica Huggins, Scott Kroopf",Lance Khazei,2.3,62412,94
10215,tt0120148,Sliding Doors,"Comedy, Drama, Fantasy",Peter Howitt,"Philippa Braithwaite, William Horberg, Sydney Pollack",Peter Howitt,6.7,76407,99
10216,tt0120841,Species II,"Action, Horror, Sci-Fi",Peter Medak,Frank Mancuso Jr.,"Dennis Feldman, Chris Brancato",4.5,34009,93
10217,tt0120255,The Sweet Hereafter,Drama,Atom Egoyan,"Atom Egoyan, Camelia Frieberg","Atom Egoyan, Russell Banks",7.4,37074,112
10218,tt0117802,Swingers,"Comedy, Drama",Doug Liman,Victor Simpkins,Jon Favreau,7.2,91598,96
10219,tt0120834,Snow Falling on Cedars,"Drama, Mystery, Romance",Scott Hicks,"Ron Bass, Kathleen Kennedy, Frank Marshall, Harry J. Ufland","David Guterson, Ron Bass, Scott Hicks",6.7,15005,127
10220,tt0128442,Rounders,"Crime, Drama",John Dahl,"Ted Demme, Joel Stillerman","David Levien, Brian Koppelman",7.3,172265,121
10221,tt0140558,Solo for Clarinet,"Crime, Romance, Thriller",Nico Hofmann,"Birgit Brandes, Regina Ziegler","Elsa Lewin, Susanne Schneider",6.0,419,93
10222,tt0097659,Kickboxer,"Action, Sport, Thriller","Mark DiSalle, David Worth",Mark DiSalle,"Mark DiSalle, Jean-Claude Van Damme, Glenn A. Bruce",6.4,66916,97
10223,tt0120324,A Simple Plan,"Crime, Drama, Thriller",Sam Raimi,"James Jacks, Adam Schroeder",Scott B. Smith,7.5,84554,121
10224,tt0169272,Straight Shooter,"Action, Crime, Drama",Thomas Bohn,Joseph Vilsmaier,Thomas Bohn,5.0,750,88
10225,tt0091080,Jason Lives - Friday the 13th Part VI,"Horror, Thriller",Tom McLoughlin,Don Behrns,"Tom McLoughlin, Victor Miller, Sean S. Cunningham",6.0,57905,86
10226,tt0338095,High Tension,Horror,Alexandre Aja,"Alexandre Arcady, Robert Benmussa","Alexandre Aja, Grégory Levasseur",6.7,83557,91
10227,tt0062136,PlayTime,Comedy,Jacques Tati,Bernard Maurice,"Jacques Tati, Jacques Lagrange, Art Buchwald",7.8,29877,155
10228,tt0190641,Pokémon: The First Movie,"Action, Adventure, Animation",Kunihiko Yuyama,"Norman J. Grossfeld, Tomoyuki Igarashi, Takemoto Mori, Chôji Yoshikawa","Satoshi Tajiri, Takeshi Shudô, Jun'ichi Masuda, Ken Sugimori",6.4,50517,96
10229,tt0281358,A Walk to Remember,"Drama, Romance",Adam Shankman,"Denise Di Novi, Hunt Lowry","Nicholas Sparks, Karen Janszen",7.3,232276,101
10231,tt0048091,Foxfire,"Action, Drama, Romance",Joseph Pevney,Aaron Rosenberg,"Anya Seton, Ketti Frings",6.2,639,92
10232,tt0075169,Shadow of Angels,Drama,Daniel Schmid,Michael Fengler,"Rainer Werner Fassbinder, Daniel Schmid",6.4,275,101
10234,tt0119167,Funny Games,"Crime, Drama, Horror",Michael Haneke,Veit Heiduschka,Michael Haneke,7.5,98531,108
10235,tt0029850,Alexander Nevsky,"Action, Biography, Drama","Sergei Eisenstein, Dmitriy Vasilev",,"Sergei Eisenstein, Pyotr Pavlenko",7.4,13243,112
10236,tt0070903,The Way We Were,"Drama, Romance",Sydney Pollack,Ray Stark,"Arthur Laurents, Francis Ford Coppola, Paddy Chayefsky, Herb Gardner, Dalton Trumbo",7.0,31030,118
10237,tt0064437,The Honeymoon Killers,"Crime, Drama, Romance","Leonard Kastle, Donald Volkman",Warren Steibel,Leonard Kastle,6.9,6485,107
10238,tt0069467,Cries and Whispers,Drama,Ingmar Bergman,"Ingmar Bergman, Lars-Owe Carlberg",Ingmar Bergman,7.9,40055,92
10239,tt0137439,A Tale of Autumn,"Comedy, Drama, Romance",Éric Rohmer,Françoise Etchegaray,Éric Rohmer,7.4,7016,112
10241,tt0104008,A Tale of Winter,"Drama, Romance",Éric Rohmer,Margaret Ménégoz,Éric Rohmer,7.2,7099,114
10242,tt0056687,What Ever Happened to Baby Jane?,"Drama, Horror, Thriller",Robert Aldrich,Robert Aldrich,"Henry Farrell, Lukas Heller",8.0,68092,134
10243,tt0059183,The Flight of the Phoenix,"Adventure, Drama",Robert Aldrich,Robert Aldrich,"Lukas Heller, Elleston Trevor",7.5,24367,142
10244,tt0065808,Gods of the Plague,"Crime, Drama",Rainer Werner Fassbinder,"Rainer Werner Fassbinder, Michael Fengler",Rainer Werner Fassbinder,6.4,1665,91
10246,tt0084522,Porky's,Comedy,Bob Clark,"Don Carmody, Bob Clark",Bob Clark,6.2,49192,94
10247,tt0760311,He Was a Quiet Man,"Drama, Romance, Thriller",Frank A. Cappello,Michael Leahy,Frank A. Cappello,6.7,23887,100
10248,tt0432028,The Ring Thing,"Adventure, Comedy",Marc Schippert,"Dominik Kaiser, Kristian Widmer","Chris Silber, André Küttel, Marc Schippert, Dominik Kaiser, Thorsten Wettcke",3.7,936,80
10249,tt0102803,The Rocketeer,"Action, Adventure, Family",Joe Johnston,"Charles Gordon, Lawrence Gordon, Lloyd Levin","Dave Stevens, Danny Bilson, Paul De Meo, William Dear",6.6,66174,108
10250,tt0478165,The Butcher,"Horror, Thriller",Edward Gorsuch,Michael Feifer,Michael Hurst,3.6,1766,90
10251,tt0494199,5ive Girls,"Horror, Thriller",Warren P. Sonoda,"Kate Harrison Karman, Lewin Webb",Warren P. Sonoda,4.4,3839,95
10252,tt0437072,Animal,"Action, Drama",David J. Burke,Kip Konwiser,"David C. Johnson, Ving Rhames, Thomas Care",5.7,2284,93
10253,tt0372873,Dragon Wars: D-War,"Action, Drama, Fantasy",Hyung-rae Shim,"Sungho Choi, Taesung Jeong, James B. Kang",Hyung-rae Shim,3.5,25976,107
10254,tt0428725,Born to Fight,"Action, Crime, Drama",Panna Rittikrai,"Tech Akarapol, Prachya Pinkaew, Sukanya Vongsthapat","Morakat Kaewthanek, Panna Rittikrai, Nontakorn Taweesuk, Thanapat Taweesuk",6.2,3182,96
10255,tt0434762,Ab-normal Beauty,"Drama, Horror",Oxide Chun Pang,"Danny Pang, Oxide Chun Pang","Oxide Chun Pang, Thomas Pang",5.8,2669,101
10256,tt0431265,Metamorphosis,"Fantasy, Horror, Thriller",Jenõ Hódi,"Leander Carell, Jenõ Hábermann, Jenõ Hódi, Patrick Knippel","Tibor Fonyódi, Jenõ Hódi, Allan Katz",3.7,1507,98
10257,tt0398373,The Twins Effect II,"Action, Adventure, Comedy","Patrick Leung, Corey Yuen","Albert Lee, Jianguo Zhao","Kin Chung Chan, Suet Lam, Roy Szeto, Peter Tsi, Michelle Tsui",4.8,2862,106
10258,tt0484439,The Madagascar Penguins in a Christmas Caper,"Animation, Comedy, Family",Gary Trousdale,"Teresa Cheng, Mark Swift",Michael Lachance,7.3,7761,11
10259,tt0778020,Romance,Romance,Seung-wook Moon,,Myung-mi Ha,6.1,139,106
10260,tt0088002,My New Partner,"Comedy, Crime, Thriller",Claude Zidi,Claude Zidi,"Claude Zidi, Simon Michaël, Didier Kaminka",7.2,5598,107
10261,tt0103016,Switch,"Comedy, Fantasy",Blake Edwards,Tony Adams,Blake Edwards,5.8,11331,103
10263,tt0401815,Tamara,"Drama, Fantasy, Horror",Jeremy Haft,"Danny Fisher, Matt Milich, Chris Sievernich, Martin Wiley",Jeffrey Reddick,5.1,11890,98
10264,tt0099726,Hamlet,Drama,Franco Zeffirelli,Dyson Lovell,"William Shakespeare, Christopher De Vore, Franco Zeffirelli",6.7,25169,135
10265,tt0455116,Seoul Raiders,"Action, Comedy, Drama",Jingle Ma,John Chong,"Jingle Ma, Brian Chung, Eric Lin, Jiaqiang Wu, Weixiong Zhong",5.5,1193,95
10266,tt0493322,The Veteran,"Drama, War",Sidney J. Furie,Curtis Petersen,"J. Stephen Maunder, John Flock",3.9,694,90
10267,tt0130595,Dazlak – Skinhead,Comedy,Helke Sander,Susanne Schläpfer,"Silvo Lahtela, Helke Sander",5.5,26,88
10268,tt0450664,You Are So Beautiful,"Comedy, Drama, Romance",Isabelle Mergault,Jean-Louis Livi,Isabelle Mergault,6.7,3342,97
10269,tt0086619,Yentl,"Drama, Musical, Romance",Barbra Streisand,"Rusty Lemorande, Barbra Streisand","Jack Rosenthal, Barbra Streisand, Isaac Bashevis Singer",6.6,17559,133
10270,tt0417844,The Challenge,"Action, Sci-Fi",Johannes Jaeger,Hermann Joha,Johannes Jaeger,5.1,507,102
10271,tt0383025,The Story Of My Life,"Comedy, Romance",Laurent Tirard,"Olivier Delbosc, Marc Missonnier","Laurent Tirard, Grégoire Vigneron",6.6,1859,90
10272,tt0425150,Jekyll + Hyde,"Horror, Sci-Fi, Thriller",Nick Stillwell,"David Court, Nick Stillwell, Ean Thorley","David Court, David T. Reilly, Nigel Robbins, Robert Louis Stevenson, Nick Stillwell, Ean Thorley",4.1,1321,89
10273,tt0308977,Thelma,Drama,Pierre-Alain Meier,"Robert Boner, Fenia Cossovitsa, Xavier Grin, Iraklis Mavroidis","Jacques Akchoti, Lou Inglebert, Pierre-Alain Meier, Barbara Sobeck",6.9,60,95
10274,tt0405861,The Deal,"Crime, Drama, Mystery",Harvey Kahn,"Chris Dorr, Ruth Epstein, Harvey Kahn, Robert Lee",Ruth Epstein,5.0,2062,107
10275,tt0079891,Shaolin Temple,"Action, Comedy, Drama",Hsin-Yen Chang,Yat-Yuen Liu,"Hau Sit, Shau-Chang Lu",6.8,5145,100
10276,tt0103241,What About Bob?,Comedy,Frank Oz,Laura Ziskin,"Alvin Sargent, Laura Ziskin, Tom Schulman",7.0,79541,99
10278,tt0124595,Return to Paradise,"Drama, Romance, Thriller",Joseph Ruben,"Alain Bernheim, Steve Golin","Pierre Jolivet, Olivier Schatzky, Wesley Strick, Bruce Robinson",6.9,16131,111
10279,tt0162677,Summer of Sam,"Crime, Drama, Romance",Spike Lee,"Jon Kilik, Spike Lee","Spike Lee, Victor Colicchio, Michael Imperioli",6.7,44353,142
10280,tt0117894,Thinner,"Fantasy, Horror",Tom Holland,"Mitchell Galin, Richard P. Rubinstein","Stephen King, Michael McDowell, Tom Holland",5.8,37210,93
10281,tt0095179,Friday the 13th Part VII - The New Blood,"Horror, Thriller",John Carl Buechler,Iain Paterson,"Daryl Haney, Manuel Fidello, Victor Miller, Sean S. Cunningham",5.2,47982,88
10282,tt0102190,Karniggels,Comedy,"Detlev Buck, Hans-Erich Viet",Claus Boje,"Detlev Buck, Wolfgang Sieg",6.8,551,94
10283,tt0097388,Friday the 13th Part VIII: Jason Takes Manhattan,"Adventure, Horror, Thriller",Rob Hedden,Randy Cheveldave,"Rob Hedden, Victor Miller",4.5,48670,100
10285,tt0107254,Jason Goes to Hell: The Final Friday,"Fantasy, Horror, Mystery",Adam Marcus,Sean S. Cunningham,"Jay Huguely, Adam Marcus, Dean Lorey",4.1,41381,87
10286,tt1239438,Française,Drama,Souad El-Bouhati,Jean-David Lefebvre,Souad El-Bouhati,6.3,153,84
10287,tt0991347,The Great Alibi,"Crime, Drama, Mystery",Pascal Bonitzer,Saïd Ben Saïd,"Pascal Bonitzer, Jérôme Beaujour, Agatha Christie",5.4,817,93
10288,tt0457572,Fido,"Comedy, Drama, Horror",Andrew Currie,"Blake Corbet, Mary Anne Waterhouse","Robert Chomiak, Andrew Currie, Dennis Heaton, Allan Magee, John McAndrew, Annie Reid, Andrew Pope",6.7,31167,93
10289,tt1075111,Daddy Cool,Comedy,"François Desagnat, Thomas Sorriaux","Luc Bossi, Patrice Ledoux","Vincent Ravalec, François Desagnat, Thomas Sorriaux",5.0,657,97
10291,tt0474988,Possible Lives,"Mystery, Romance",Sandra Gugliotta,"Leopoldo Alonso, Silvina Chammah, Víctor Cruz, Sandra Gugliotta","Pablo Fendrik, Sandra Gugliotta",6.1,151,80
10292,tt0451957,Urban Legends: Bloody Mary,"Horror, Thriller",Mary Lambert,"Aaron Merrell, Scott Messer, Louis Phillips","Michael Dougherty, Dan Harris",4.2,10411,93
10293,tt0086087,Pauline at the Beach,"Comedy, Drama, Romance",Éric Rohmer,Margaret Ménégoz,Éric Rohmer,7.3,11988,95
10294,tt0452702,Vacancy,"Horror, Thriller",Nimród Antal,Hal Lieberman,Mark L. Smith,6.2,113731,85
10295,tt0089591,Miami Supercops,"Action, Comedy, Crime",Bruno Corbucci,Josi W. Konski,"Bruno Corbucci, Luciano Vincenzoni",6.1,9266,96
10296,tt0385705,The Football Factory,"Crime, Drama, Sport",Nick Love,"Allan Niblo, James Richardson","John King, Nick Love",6.7,35007,91
