tmdb_id,imdb_id,title,status,budget_amount,budget_currency,revenue_amount,revenue_currency,producers,mpaa_rating
12433,tt1284577,Inland,ok,,,,,Tariq Teguia,
12434,tt1054119,Plastic City,ok,,,,,"Caio Gullane, Tsui Siu-Ming, Jia Zhangke",
12441,tt0385006,How the Garcia Girls Spent Their Summer,ok,,,,,,
12442,tt0805498,Bonjour Michel,ok,,,,,,
12446,tt1146314,Mark of an Angel,ok,,,,,Michel Saint-Jean,
12447,tt0104142,Driving Me Crazy,ok,,,,,Brad Krevoy,
12448,tt0257778,The Hunchback of Notre Dame II,ok,,,,,Chris Henderson,
12449,tt0990361,Room of Death,ok,,,,,,
12451,tt1440173,Five Sex Rooms und eine Küche,ok,,,,,Eva Heldmann,
12452,tt0176241,Treize,ok,,,,,,
12453,tt0419766,Stupid Boy,ok,,,,,Robert Boner,
12455,tt0431979,The Young Lieutenant,ok,,,,,"Martine Cassinelli, Pascal Caucheteux",
12456,tt0354575,The Five Obstructions,ok,,,,,Carsten Holst,
12457,tt0466227,Jeune homme,ok,,,,,,
12468,tt0098287,Death of a Tea Master,ok,,,,,,
12469,tt0069260,The Long Darkness,ok,,,,,,
12470,tt0073654,Sandakan No. 8,ok,,,,,,
12471,tt1284591,Milk,ok,,,,,Semih Kaplanoğlu,
12472,tt0082558,The Incredible Shrinking Woman,ok,10000000,United States dollar,20259961,United States dollar,Hank Moonjean,PG
12474,tt1183942,Via Park,ok,,,,,,
12475,tt0110123,In the Army Now,ok,,,,,,
12477,tt0095327,Grave of the Fireflies,ok,,,516962,United States dollar,,
12479,tt0120618,Breakfast of Champions,ok,,,,,"David Blocker, Dave Willis",
12480,tt0211387,Water Drops on Burning Rocks,ok,,,,,Alain Sarde,
12481,tt0067824,The Big Boss,ok,,,,,,
12482,tt0064588,Love Is Colder Than Death,ok,,,,,"Peer Raben, Rainer Werner Fassbinder",
12485,tt0165662,Candyman: Day of the Dead,ok,,,,,,
12486,tt0488539,Farce of the Penguins,ok,,,,,David Permut,
12487,tt0361668,Gozu,ok,,,,,,R
12490,tt0160611,Ordinary Decent Criminal,ok,,,,,Jonathan Cavendish,
12491,tt0054599,Accattone,ok,,,,,"Cino Del Duca, Alfredo Bini",
12493,tt0057565,High and Low,ok,230000000,yen,460200000,yen,Ryūzō Kikushima,
12494,tt0319844,Master Eder and his Pumuckl,ok,,,,,Manfred Korytowski,
12495,tt0052199,The Singing Ringing Tree,ok,,,,,,
12496,tt0351817,The Twilight Samurai,ok,,,6745440,United States dollar,,
12497,tt0378897,A Touch of Spice,ok,,,,,,
12501,tt0051411,The Big Country,ok,,,,,"Gregory Peck, William Wyler",
12503,tt0086510,Under Fire,ok,,,,,Jonathan Taplin,
12504,tt0085900,The Outsider,ok,,,,,Alain Belmondo,
12510,tt0297750,Au-delà de Gibraltar,ok,,,,,,
12511,tt0362427,Stones,ok,,,,,"Itai Tamir, Geoffroy Grison, Marek Rozenbaum, Noah Harlan",
12512,tt0120640,The Commissioner,ok,,,,,,
12513,tt0293401,Marie-Jo and Her 2 Loves,ok,3350000,euro,2700000,United States dollar,Robert Guédiguian,
12514,tt0296842,Die Scheinheiligen,ok,,,,,,
12515,tt0072230,The Suspects,ok,,,,,,
12516,tt0100998,Dreams,ok,1500000000,yen,,,Steven Spielberg,PG
12517,tt0407621,Calvaire,ok,,,,,Vincent Tavier,
12519,tt0111201,Sirens,ok,,,2780639,Australian dollar,Sue Milliken,
12520,tt0113613,The Last Supper,ok,,,,,Matt Cooper,
12523,tt1151827,Räuber Kneißl,ok,,,,,Quirin Berg,
12525,tt0101628,Critters 4,ok,,,,,,PG-13
12527,tt0106966,Strawberry and Chocolate,ok,,,,,,
12528,tt0083111,Southern Comfort,ok,,,,,David Giler,
12531,tt0115561,The Apartment,ok,,,,,Georges Benayoun,
12534,tt0071277,Carambola's Philosophy: In the Right Pocket,ok,,,,,,
12536,tt0329200,Home Alone 4,ok,,,,,,
12537,tt0082416,The French Lieutenant's Woman,ok,,,,,Leon Clore,
12538,tt0120820,Senseless,ok,,,,,David Hoberman,
12539,tt0058692,The Black Tulip,ok,,,,,,
12540,tt0334965,Bring It On Again,ok,,,,,Marc Abraham,
12541,tt0079252,Le Guignolo,ok,,,,,Alain Poiré,
12543,tt0414931,Breaking News,ok,,,1028420,United States dollar,Johnnie To,
12544,tt0286516,Respiro,ok,,,,,Domenico Procacci,
12547,tt0376181,Shadows in the Sun,ok,,,,,,
12548,tt0046521,I Vitelloni,ok,,,,,Lorenzo Pegoraro,
12549,tt0130156,The Olsen Gang's Last Trick,ok,,,,,,
12550,tt0068232,Attack of the Blind Dead,ok,,,,,Ramón Plana,
12551,tt0049318,Hochzeit auf Immenhof,ok,,,,,Gero Wecker,
12552,tt0053268,Serengeti Shall Not Die,ok,,,,,Bernhard Grzimek,
12553,tt0058553,Yellow Devil,ok,,,,,Artur Brauner,
12554,tt0112681,Citizen X,ok,,,,,"Timothy Marx, Laura Bickford",
12555,tt0284363,I Served the King of England,ok,,,,,"Robert Schaffer, Andrea Metcalfe, Rudolf Biermann",
12558,tt0302671,The Year of the First Kiss,ok,,,,,Wolfgang Braun,
12559,tt0116311,First Kid,ok,,,,,"Riley Kathryn Ellis, Roger Birnbaum",
12561,tt0113187,Godzilla vs. Destoroyah,ok,,,,,Tomoyuki Tanaka,
12562,tt0290340,A dos aguas,ok,,,,,"Jorge Estrada Mora, Carlos Olguin-Trelawny",
12563,tt0415193,Original Child Bomb,ok,,,,,,
12565,tt1176699,November Child,ok,,,,,Jochen Laube,
12567,tt1075116,Coxless Pair,ok,,,,,,
12570,tt0255140,England!,ok,,,,,,
12575,tt0139429,Long Hello and Short Goodbye,ok,,,,,,
12576,tt0286306,Deathwatch,ok,,,2300000,United States dollar,Mike Downey,
12577,tt0282552,Steal,ok,,,,,"Michael Lionello Cowan, Nicolas Altmayer",
12578,tt0077427,Germany in Autumn,ok,,,,,Eberhard Junkersdorf,
12579,tt0082370,The Woman Next Door,ok,,,,,François Truffaut,
12580,tt0377079,Izo,ok,,,,,,
12581,tt1260396,The Seven Days,ok,,,,,Guy Jacoel,
12582,tt0096454,Without a Clue,ok,,,8539181,United States dollar,,PG
12583,tt0365265,Ginger Snaps Back: The Beginning,ok,,,,,,
12584,tt0075213,The Shootist,ok,,,6000000,United States dollar,"William Edwin Self, M. J. Frankovich",PG
12585,tt0096190,Summertime Blues: Lemon Popsicle VIII,ok,,,,,,
12587,tt0271972,Arachnid,ok,,,,,"Julio Fernández Rodríguez, Brian Yuzna",
12588,tt1176686,My Friend from Faro,ok,,,,,Ralph Schwingel,
12591,tt0393685,Santa's Slay,ok,,,,,Brett Ratner,
12592,tt0078026,The Olsen Gang Goes to War,ok,,,,,,
12593,tt0068612,Fritz the Cat,ok,700000,United States dollar,,,Steve Krantz,X
12594,tt0156182,Wishmaster 2: Evil Never Dies,ok,,,,,Pierre David,R
12597,tt0229440,Hellraiser: Inferno,ok,,,,,Joel Soisson,
12598,tt0067274,Jo,ok,,,,,,
12600,tt0287635,Pokémon 4Ever,ok,,,,,Takemoto Mori,
12601,tt0355473,Garden of Love,ok,,,,,,
12602,tt0062235,The Torture Chamber of Dr. Sadism,ok,,,,,,
12604,tt0439695,Dalecarlians,ok,,,,,Lars Jönsson,
12605,tt0443076,Let the Cat Out of the Bag,ok,,,,,,
12607,tt0084191,Kamikaze '89,ok,,,,,Regina Ziegler,
12608,tt0365763,Illusive Tracks,ok,,,,,Patrick Ryborn,
12612,tt0363095,Freeze Frame,ok,,,,,Michael Casey,
12613,tt0114563,Street Fighter II: The Animated Movie,ok,,,,,,
12615,tt0089006,Death of a Salesman,ok,,,,,Robert F. Colesberry,
12617,tt0054084,Midnight Lace,ok,,,,,"Ross Hunter, Martin Melcher",
12619,tt0175526,Cherry Falls,ok,,,,,,
12622,tt0098360,Violent Cop,ok,,,,,,
12623,tt0094082,Suspect,ok,,,,,,
12625,tt0064395,Guns of the Magnificent Seven,ok,,,,,Vincent M. Fennelly,
12627,tt0101428,La Belle Noiseuse,ok,,,403056,United States dollar,Martine Marignac,
12629,tt0104743,Live Wire,ok,,,,,"Suzanne Todd, Dave Willis",
12631,tt0054826,Drei Mann in einem Boot,ok,,,,,Kurt Ulrich,
12632,tt0110246,Kaspar Hauser,ok,,,,,,
12635,tt0106339,Backbeat,ok,,,,,Stephen Woolley,
12636,tt0314111,Godzilla Against MechaGodzilla,ok,,,,,Shōgo Tomiyama,
12638,tt0100633,Kill Cruise,ok,,,,,,
12639,tt0060897,Return of the Seven,ok,,,,,Ted Richmond,
12645,tt1196340,Inhale,ok,,,,,,
12646,tt0094238,Valhalla,ok,,,,,"Frank Schmidt, Michael Andreasen, Vagn William Andersen, Palle Fogtdal, Bent Fabric",
12648,tt0356336,Secret Agents,ok,,,,,,
12649,tt0053084,The Mouse That Roared,ok,,,,,Walter Shenson,
12650,tt0282599,Il Mare,ok,,,,,,
12651,tt0100133,Memphis Belle,ok,23000000,United States dollar,27441977,United States dollar,David Puttnam,
12652,tt0113947,Nelly and Monsieur Arnaud,ok,,,,,"Antoine Gannagé, Alain Sarde",
12653,tt0374180,Romasanta: The Werewolf Hunt,ok,,,,,,
12654,tt0140681,Viol@,ok,,,,,,
12655,tt0126344,I Went Down,ok,,,,,,
12656,tt0116289,Feeling Minnesota,ok,,,,,Danny DeVito,
12659,tt0276501,Beijing Bicycle,ok,,,,,Han Sanping,PG-13
12660,tt0245046,Charlotte Gray,ok,,,4188497,Australian dollar,"Sarah Hoadly, Douglas Rae",
12661,tt0108442,Undercover Blues,ok,,,,,Andrew Bergman,
12664,tt0108170,The Snapper,ok,,,,,,
12674,tt1885336,Perversion,ok,,,,,,
12675,tt1904981,The House of Covered Mirrors,ok,,,,,,
12677,tt0473333,The Backwoods,ok,,,,,,
12679,tt1404022,Castro,ok,,,,,,
12680,tt0399664,Surviving the Terror,ok,,,,,,
12681,tt0811164,You Am I,ok,,,,,,
12682,tt0493404,Brotherhood of Blood,ok,,,,,,
12683,tt0913951,Alone in the Dark 2,ok,4600000,United States dollar,,,"Ari Taub, Uwe Boll",PG-13
12684,tt0028212,Sabotage,ok,,,,,Michael Balcon,
12685,tt1153546,BloodRayne: The Third Reich,ok,10000000,United States dollar,,,Uwe Boll,R
12689,tt0963743,"Angus, Thongs and Perfect Snogging",ok,,,2220126,United States dollar,Gurinder Chadha,PG-13
12691,tt0943234,Unschuld,ok,,,,,,
12692,tt0327226,Verrückt nach Paris,ok,,,,,,
12693,tt1891894,Rondo,ok,,,,,Christophe Mazodier,
12695,tt0086366,Still Smokin,ok,,,15543710,United States dollar,,
12696,tt0371710,A Birthday to Remember,ok,,,,,,
12697,tt0416908,Laura's Star,ok,,,,,,
12698,tt0317910,The Fog of War,ok,,,,,Errol Morris,
12699,tt0354623,Hellraiser: Hellworld,ok,,,,,Rob Schmidt,
12702,tt0101627,Critters 3,ok,,,,,,PG-13
12703,tt0330099,The Brown Bunny,ok,,,,,Vincent Gallo,
12706,tt0159382,Croupier,ok,3000000,pound sterling,6201143,United States dollar,Jonathan Cavendish,
12708,tt0056575,That Touch of Mink,ok,,,,,"Stanley Shapiro, Martin Melcher, Robert Arthur",
12710,tt0094739,Big Business,ok,,,,,,
12711,tt0076495,The Olsen Gang Outta Sight,ok,,,,,,
12712,tt0079662,The Olsen Gang Never Surrenders,ok,,,,,,
12713,tt0463486,Comedy of Power,ok,,,,,,
12716,tt0099669,My Father's Glory,ok,,,,,Alain Poiré,
12717,tt0099266,My Mother's Castle,ok,,,,,Alain Poiré,
12718,tt0283043,Teenage Caveman,ok,,,,,,
12719,tt0099581,Flashback,ok,,,,,Marvin Worth,
12720,tt0312843,Suicide Club,ok,250000,United States dollar,,,,R
12721,tt0089695,"No Retreat, No Surrender",ok,,,,,Ng See-yuen,PG
12722,tt0309061,War Photographer,ok,,,,,Christian Frei,
12723,tt0119381,Inventing the Abbotts,ok,,,,,"Brian Grazer, Ron Howard",
12724,tt0217331,The Convent,ok,,,,,,
12726,tt0493432,liebeskind,ok,,,,,,
12727,tt1148781,Der Fährmeister,ok,,,,,,
12728,tt0396737,Moon Landing,ok,,,,,,
12729,tt1038687,Luca's Evangelium,ok,,,,,,
12730,tt0380371,GSG 9 - Die Spezialeinheit,ok,,,,,,
12732,tt0064804,Le Petit Bougnat,ok,,,,,,
12758,tt0062645,Beyond the Law,ok,,,,,Alfonso Sansone,
12759,tt0482495,Doll Graveyard,ok,,,,,Charles Band,
12761,tt0077711,Autumn Sonata,ok,,,,,Ingmar Bergman,PG
12765,tt0331698,In This Very Moment,ok,,,,,,
12766,tt0047647,Vera Cruz,ok,,,,,James Hill,
12768,tt0350324,We,ok,,,,,Susann Schimk,
12774,tt0097714,Last Exit to Brooklyn,ok,,,,,Bernd Eichinger,
12776,tt0102164,Johnny Stecchino,ok,,,,,"Vittorio Cecchi Gori, Mario Cecchi Gori",
12777,tt0273689,It's All About Love,ok,,,,,Tomas Eskilsson,
12778,tt0109936,Greedy,ok,,,,,Brian Grazer,
12781,tt0046986,The Flying Classroom,ok,,,,,Günther Stapenhorst,
12782,tt1286808,The Charlemagne Code,ok,,,,,,
12786,tt0182948,Curiosity & the Cat,ok,,,,,,
12787,tt0095316,Homeboy,ok,,,,,Elliott Kastner,
12788,tt0945501,Mein Leben,ok,,,,,,
12789,tt0806675,Nicht böse sein!,ok,,,,,,
12790,tt0758442,Black Night,ok,,,,,Olivier Smolders,
12791,tt0494224,End of the Line,ok,,,,,Maurice Devereaux,
12793,tt0118586,All Over Me,ok,,,,,Dolly Hall,
12794,tt0779722,Amnesia: The James Brighton Enigma,ok,,,,,Denis Langlois,
12795,tt0443431,Another Gay Movie,ok,,,,,,
12796,tt0063570,Sebastian,ok,,,,,Michael Powell,
12798,tt0296144,The Best Day of My Life,ok,,,,,,
12799,tt0118230,Full Speed,ok,,,,,Laurent Bénégui,
12800,tt0302309,Gasoline,ok,,,,,Galliano Juso,
12802,tt0366527,Goldfish Memory,ok,,,,,,
12803,tt0101967,Street Kid,ok,,,,,,
12804,tt0377076,Private Diary,ok,,,,,,
12805,tt0470832,Out of Hand,ok,,,,,,
12806,tt0250478,Nico and Dani,ok,,,,,Gerardo Herrero,
12807,tt0410410,Looking for Cheyenne,ok,,,,,,
12808,tt0435706,Nina's Heavenly Delights,ok,,,,,,
12809,tt1230464,The Moon and Other Lovers,ok,1157000,euro,,,,
12810,tt0437984,The Dry Spell,ok,,,,,,
12811,tt1054674,Birdwatchers,ok,,,,,"Caio Gullane, Marco Bechis",
12812,tt0364120,Wild Side,ok,,,,,,
12813,tt0278162,Return to Go,ok,,,,,"Katrin Schlösser, Frank Löprich",
12814,tt0117336,Sacred Silence,ok,,,,,Gianni Minervini,
12815,tt0477133,White Terror,ok,,,,,,
12816,tt0399660,Skinhead Attitude,ok,,,,,,
12817,tt0047006,The Forester of the Silver Wood,ok,,,,,,
12818,tt0790657,Everybody Wants to Be Italian,ok,,,,,,
12821,tt0117738,Steel Sharks,ok,,,,,Ashok Amritraj,
12823,tt0887732,Days and Clouds,ok,,,,,,
12826,tt0079867,Just a Gigolo,ok,,,,,Rolf Thiele,
12828,tt0452345,No. 2,ok,,,,,"Philippa Campbell, Tim Bevan",
12831,tt0276773,Amerikana,ok,,,,,,
12832,tt1035730,A Woman in Berlin,ok,,,,,Günter Rohrbach,
12838,tt0486751,One to Another,ok,,,,,Pascal Arnold,
12839,tt0481273,The Curiosity of Chance,ok,,,,,Michael Gleissner,
12840,tt0462683,The Man of My Life,ok,,,,,,
12841,tt0155811,"Kiss, Cuddle and Celebrate",ok,,,,,,
12855,tt0780486,Blue State,ok,,,,,Anna Paquin,
12877,tt0419677,Dead Man's Shoes,ok,,,,,Mark Herbert,
12879,tt0757277,Children of the Moon,ok,,,,,,
12880,tt0953363,Dalai Lama Renaissance,ok,,,,,Khashyar Darvich,
12887,tt0469033,Belly,ok,,,,,,
12889,tt1054485,Futurama: The Beast with a Billion Backs,ok,,,,,"David X. Cohen, Matt Groening, Claudia Katz",
12900,tt0266425,Conspiracy,ok,,,,,,
12901,tt0912593,No End in Sight,ok,,,,,"Alex Gibney, Audrey Marrs",
12902,tt0418141,Scooby-Doo! and the Loch Ness Monster,ok,,,,,,
12903,tt1295021,Scooby-Doo! and the Goblin King,ok,,,,,Joe Sichta,
12911,tt0199481,Druids,ok,15000000,United States dollar,,,Jacques Dorfmann,
12912,tt0460745,Chaos Theory,ok,,,,,,
12914,tt0929629,Stargate: Continuum,ok,7000000,United States dollar,8600000,United States dollar,"Robert C. Cooper, Brad Wright",
12920,tt0418647,Dreamer: Inspired By a True Story,ok,,,,,Brian Robbins,
12924,tt0381348,The Place Promised in Our Early Days,ok,,,,,Makoto Shinkai,
12994,tt0810988,The Nines,ok,,,,,"Dan Jinks, Bruce Cohen",
13001,tt0942903,Stargate: The Ark of Truth,ok,7000000,United States dollar,11728654,United States dollar,"John G. Lenic, Robert C. Cooper, Brad Wright",
13002,tt0859594,Barbie in the 12 Dancing Princesses,ok,,,,,,
13003,tt0479468,Gonzo: The Life and Work of Dr. Hunter S. Thompson,ok,,,,,Graydon Carter,
13004,tt1294138,Barbie and the Diamond Castle,ok,,,,,Luke Carroll,
13005,tt0081748,Where the Buffalo Roam,ok,,,,,Art Linson,
13007,tt0815241,Religulous,ok,,,,,Bill Maher,
13008,tt0802948,An American Crime,ok,,,,,Christine Vachon,
13009,tt0960890,Zombie Strippers!,ok,,,,,,
13010,tt0867134,9/11: Press for Truth,ok,,,,,,
13012,tt1117385,Felon,ok,,,,,,
13013,tt0072189,Son of Dracula,ok,,,,,Ringo Starr,
13014,tt0455507,The God Who Wasn't There,ok,,,,,,
13015,tt0484855,George Carlin: Life Is Worth Losing,ok,,,,,,
13016,tt1166827,Zeitgeist: The Movie,ok,,,,,Peter Joseph,
13017,tt1086798,Unstable Fables: Tortoise vs. Hare,ok,,,,,,
13019,tt0913445,Young People Fucking,ok,,,,,Aaron Abrams,
13020,tt1016268,Enron: The Smartest Guys in the Room,ok,,,,,Alex Gibney,
13021,tt0462295,Flakes,ok,,,,,"Karey Kirkpatrick, Gary Winick",
13023,tt0912580,The Devil Came on Horseback,ok,,,,,Jane I. Wells,
13024,tt1161447,Dane Cook: Rough Around the Edges,ok,,,,,,
13040,tt0298491,The Invisible,ok,,,,,,
13041,tt0067866,El Topo,ok,400000,United States dollar,,,Juan López Moctezuma,
13042,tt1245104,Presto,ok,,,,,,
13043,tt0473829,Camping,ok,14230000,euro,,,"Patrick Godeau, Françoise Galfré",
13044,tt0465177,One Fine Day,ok,,,,,,
13045,tt0814768,The Price to Pay,ok,,,,,,
13054,tt0901507,Rise of the Footsoldier,ok,,,,,,
13055,tt0282410,Chance,ok,,,,,,
13058,tt1126596,Adulthood,ok,,,,,,
13060,tt0945571,Lifted,ok,,,,,Katherine Sarafian,
13061,tt1134859,Your Friend the Rat,ok,,,,,"Brad Lewis, Brad Bird, John Lasseter",
13062,tt0395479,Boundin',ok,,,,,Osnat Shurer,G
13063,tt0115819,Cannibal! The Musical,ok,,,,,"John Frank Rosenblum, Jason McHugh, Trey Parker, Matt Stone",
13065,tt0889134,Finding Amanda,ok,,,,,Richard Heller,
13066,tt0391229,I Want Someone to Eat Cheese With,ok,,,,,Steve Pink,
13068,tt0477078,Rocket Science,ok,,,,,Sean Welch,
13070,tt0799915,Air Guitar Nation,ok,,,,,,
13071,tt0455915,Black Irish,ok,,,,,J. Todd Harris,
13073,tt0362004,Palindromes,ok,,,,,Derrick Tseng,
13074,tt0416185,Resurrecting the Champ,ok,,,,,"Bob Yari, Mike Medavoy, Rod Lurie",
13076,tt0758784,Starting Out in the Evening,ok,,,,,,
13077,tt0787515,Strength and Honour,ok,,,,,Mark Mahon,
13078,tt0796302,The Babysitters,ok,,,,,,
13079,tt0815178,The Life Before Her Eyes,ok,,,,,,
13091,tt0069240,Sechse kommen durch die Welt,ok,,,,,,
13093,tt0067012,Sleeping Beauty,ok,,,,,,
13094,tt0926063,Dance of the Dead,ok,,,,,,
13097,tt0798786,Killa Season,ok,,,,,,
13098,tt0259484,Paid in Full,ok,,,,,Roc-A-Fella Records,
13099,tt0206334,Gen-X Cops,ok,,,,,"John Chong, Willie Chan, Jackie Chan, Thomas Chung",
13100,tt0051611,The Tinder Box,ok,,,,,Anni von Zieten,
13101,tt0042627,Heart of Stone,ok,,,,,Fritz Klotzsch,
13102,tt0183862,The Brave Little Tailor,ok,,,,,,
13103,tt0172467,Mother Holly,ok,,,,,,
13104,tt0093052,The Frog Prince,ok,,,,,,
13105,tt0085970,Mr. Mom,ok,,,,,"Lynn Loring, Lauren Shuler Donner, Aaron Spelling",
13106,tt0936468,Dard Divorce,error_request,,,,,,
13107,tt1029120,Henry Poole Is Here,ok,,,,,"Tom Rosenberg, Gary Lucchesi, Gary Gilbert",
13119,tt0814131,Hank and Mike,ok,,,,,Pierre Even,
13120,tt0989000,In Search of a Midnight Kiss,ok,,,,,"Seth Caplan, Scoot McNairy",
13123,tt1241195,Aamir,ok,,,,,Ronnie Screwvala,
13124,tt0188799,Karate Bear Fighter,ok,,,,,,
13125,tt0165348,Karate Bullfighter,ok,,,,,,
13126,tt0403524,Karate for Life,ok,,,,,,
13127,tt0478024,SPL: Kill Zone,ok,,,,,,
13128,tt1067086,Sweet Rain: Accuracy of Death,ok,,,,,,
13135,tt0877337,High Tech Soul: The Creation of Techno Music,ok,,,,,,
13137,tt0924165,A Very British Gangster,ok,,,,,,
13138,tt0497932,Young Jönsson Gang Reach for the Stars,ok,,,,,"Fredrik Holmström, Christjan Wegner",
13140,tt0822389,Kenny,ok,,,7778177,Australian dollar,,
13151,tt0166792,Scooby-Doo on Zombie Island,ok,,,,,Jean MacCurdy,
13156,tt0327137,Secondhand Lions,ok,30000000,United States dollar,48260279,United States dollar,"Scott Ross, David Kirschner",PG
13160,tt0785007,Over Her Dead Body,ok,,,,,"Peter Safran, Paul Brooks",
13162,tt0454084,Blind Dating,ok,,,,,James Keach,
13163,tt0218864,Buying the Cow,ok,,,,,,
13164,tt0461946,Everything's Gone Green,ok,,,,,Elizabeth Yake,
13167,tt0415141,Mama's Boy,ok,,,,,Steve Carr,
13168,tt0780608,Smiley Face,ok,,,,,Steve Golin,
13169,tt0401244,The Baxter,ok,,,,,"Reagan Silber, Daniela Taplin Lundberg, Galt Niederhoffer, Celine Rattray",
13170,tt0464907,The Boys & Girls Guide to Getting Down,ok,,,,,,
13171,tt0458364,The Ex,ok,,,,,"Ted Hope, Anne Carey",
13172,tt0803057,The Promotion,ok,,,,,Bob Weinstein,
13174,tt0772153,America: Freedom to Fascism,ok,,,,,,
13175,tt6352250,Esoteric Agenda,ok,,,,,,
13180,tt1332128,Zeitgeist: Addendum,ok,,,,,Peter Joseph,
13181,tt0047571,The Devil from Mill Mountain,ok,,,,,,
13186,tt0804555,Wrong Turn 2: Dead End,ok,,,,,Jeff Freilich,R
13187,tt0059026,A Charlie Brown Christmas,ok,96000,United States dollar,,,,
13188,tt0044008,Scrooge,ok,,,,,Brian Desmond Hurst,
13189,tt0087056,A Christmas Carol,ok,,,,,,
13190,tt1267379,Dead Space: Downfall,ok,,,,,,
13192,tt0095655,Moonwalker,ok,,,,,"Michael Jackson, Will Vinton",
13194,tt0465657,Highlander: The Search for Vengeance,ok,,,,,William N. Panzer,
13200,tt0972883,Red,ok,,,,,Trygve Allister Diesen,
13202,tt0985047,Animal 2,ok,,,,,,
13203,tt0108186,Son in Law,ok,,,,,Peter M. Lenkov,
13204,tt0817910,Hellboy Animated: Blood and Iron,ok,,,,,Guillermo del Toro,
13205,tt0447854,Bambi II,ok,,,34958637,United States dollar,Jim Ballantine,
13206,tt1037033,A Complete History of My Sexual Failures,ok,,,,,,
13209,tt0499537,Offside,ok,,,,,Jafar Panahi,
13210,tt0046889,The Dam Busters,ok,,,,,Robert Clark,
13220,tt1031280,Splinter,ok,,,,,,
13221,tt0479937,The Kautokeino Rebellion,ok,,,,,"Jeanette Sundby, Tove Kløvvik, Jørgen Storm Rosenberg",
13222,tt0436231,The Devil and Daniel Johnston,ok,,,,,,
13240,tt1351643,Jeff Tweedy: Sunken Treasure - Live in the Pacific Northwest,ok,,,,,,
13241,tt1093842,My Winnipeg,ok,500000,United States dollar,159363,United States dollar,Guy Maddin,
13244,tt0495399,The Privileged Planet,ok,,,,,,
13246,tt0302596,A Garfield Christmas,ok,,,,,Phil Roman,
13247,tt0251282,A Muppet Family Christmas,ok,,,,,,
13248,tt0896522,"Bah, Humduck!: A Looney Tunes Christmas",ok,,,,,,
13250,tt0489664,Butterfly on a Wheel,ok,20000000,United States dollar,7650000,United States dollar,Pierce Brosnan,
13253,tt1054486,Futurama: Bender's Game,ok,,,,,Claudia Katz,
13254,tt0483719,The Living and the Dead,ok,,,,,Simon Rumley,
13255,tt1043838,Conspiracy,ok,,,,,,
13259,tt0486259,American Teen,ok,,,,,Nanette Burstein,
13273,tt0971215,Shenmue: The Movie,ok,,,,,,
13274,tt0489134,Final Fantasy VII: Last Order,ok,,,,,,
13276,tt0914364,Deadwater,ok,,,,,"Roel Reiné, Ethan Wiley",
13277,tt1001548,Contract Killers,ok,,,,,,
13280,tt0772178,Kickin' It Old Skool,ok,,,,,"Jamie Kennedy, Phillip Glasser, Bob Yari",
13283,tt1092053,Barbie as the Island Princess,ok,,,,,,
13285,tt0775425,Barbie Fairytopia: Mermaidia,ok,,,,,Luke Carroll,
13292,tt0051650,Die Geschichte vom armen Hassan,ok,,,,,,
13293,tt0099260,China O'Brien,ok,,,,,Raymond Chow,
13294,tt0045470,The Story of Little Mook,ok,,,,,Willi Teichmann,
13295,tt0101579,China O'Brien II,ok,,,,,,
13296,tt0827503,The Magician,ok,,,,,Necati Akpınar,
13297,tt0095210,The Goose Princess,ok,,,,,,
13298,tt0172504,The Golden Ger,ok,,,,,,
13299,tt0456121,Train Man,ok,,,,,,
13300,tt0411475,Hell Ride,ok,,,,,"Michael Steinberg, Quentin Tarantino",
13301,tt0071595,Hans Rockle and the Devil,ok,,,,,,
13302,tt0059372,King Thrushbeard,ok,,,,,,
13303,tt0186195,Hatifa,ok,,,,,,
13304,tt0307693,Rumpelstiltskin and the Golden Secret,ok,,,,,,
13305,tt0210964,Snow-White and Rose-Red,ok,,,,,,
13306,tt0065212,The Farmer's Clever Daughter,ok,,,,,,
13307,tt0230969,Who's Afraid of the Devil,ok,,,,,,
13308,tt0173173,Snow White,ok,,,,,,
13309,tt0823599,On Evil Grounds,ok,,,,,,
13311,tt0757223,Holiday,ok,,,,,,
13313,tt0118692,Beauty and the Beast: The Enchanted Christmas,ok,,,,,,G
13315,tt0497876,"Big Bang Love, Juvenile A",ok,,,,,"Takeshi Watanabe, Shirō Sasaki",
13317,tt0454065,The Aerial,ok,,,114649,United States dollar,,
13318,tt0808185,The Bothersome Man,ok,14000000,Norwegian krone,7986,United States dollar,,
13319,tt0454457,Frostbitten,ok,,,,,,
13320,tt0050419,Funny Face,ok,3000000,United States dollar,,,Roger Edens,
13321,tt0037017,Lifeboat,ok,1590000,United States dollar,,,Kenneth Macgowan,
13336,tt0884335,Chrysalis,ok,8300000,euro,1200000,United States dollar,Franck Chorot,
13337,tt0772157,Broken English,ok,,,,,,
13340,tt0478305,Triloquist,ok,,,,,,
13343,tt0059221,The Ghost and Mr. Chicken,ok,,,,,,
13345,tt0112778,A Chinese Odyssey Part One: Pandora's Box,ok,,,,,,
13348,tt0847817,Helvetica,ok,,,,,,
13350,tt0189071,Scooby-Doo and the Ghoul School,ok,,,,,"William Hanna, Joseph Barbera, Bob Hathcock, Bernard Wolf",
13351,tt0192578,Scooby-Doo! in Arabian Nights,ok,,,,,,
