tmdb_id,imdb_id,title,status,budget_amount,budget_currency,revenue_amount,revenue_currency,producers,mpaa_rating
3591,tt0060782,One Million Years B.C.,ok,,,,,Michael Carreras,
3592,tt0032871,One Million B.C.,ok,,,,,"TWF, Hal Roach",
3593,tt0032412,Dr. Cyclops,ok,,,,,Merian C. Cooper,
3596,tt0028358,Things to Come,ok,260000,pound sterling,,,Alexander Korda,
3598,tt0029162,Lost Horizon,ok,,,,,Frank Capra,
3602,tt0469111,I'll Always Know What You Did Last Summer,ok,,,,,Neal H. Moritz,
3603,tt0779982,Black Sheep,ok,,,,,Philippa Campbell,
3632,tt0027623,Flash Gordon,ok,,,,,"Henry MacRae, Carl Laemmle",
3640,tt0246772,Mostly Martha,ok,,,,,"Christoph Friedel, Karl Baumgartner",
3641,tt0046833,House of Ricordi,ok,,,,,Raymond Froment,
3679,tt0270950,Flash Gordon: The Greatest Adventure of All,ok,,,,,"Don R. Christensen, Norm Prescott, Lou Scheimer",
3681,tt0059903,What's New Pussycat?,ok,,,,,Charles K. Feldman,
3684,tt0336004,Flash Gordon in Space,ok,,,,,,
3685,tt0057687,Apache Gold,ok,,,,,Horst Wendlandt,
3686,tt0058751,Last of the Renegades,ok,,,,,Horst Wendlandt,
3687,tt0068595,Flesh Gordon,ok,470000,United States dollar,5300000,United States dollar,"Bill Osco, Howard Ziehm",
3688,tt0097365,Flesh Gordon Meets the Cosmic Cheerleaders,ok,,,,,,
3689,tt0154409,Diamond Walkers,ok,,,,,,
3690,tt0154339,City of Fear,ok,,,,,Harry Alan Towers,
3691,tt0061112,Operation Double Cross,ok,,,,,Hélène Dassonville,
3692,tt0060956,Secret Agent Super Dragon,ok,,,,,Roberto Amoroso,
3693,tt0060773,Objective: 500 Million,ok,,,,,Georges de Beauregard,
3694,tt0060323,"Che notte, ragazzi!",ok,,,,,Silvio Clementelli,
3695,tt0063652,Stuntman,ok,,,,,,
3696,tt0064078,Versatile Lovers,ok,,,,,,
3697,tt0153342,Where the Bullets Fly,ok,,,,,,
3698,tt0068203,Ben & Charlie,ok,,,,,,
3699,tt0067696,Seven Blood-Stained Orchids,ok,,,,,Horst Wendlandt,
3700,tt0070522,Violent Blood Bath,ok,,,,,,
3701,tt0134821,Gang War in Milan,ok,,,,,,
3703,tt0069775,"Beautiful, Rich, Slight Physical Defect, Seeks Soulmate",ok,,,,,Luigi Rovere,
3716,tt0177858,In July,ok,,,,,Stefan Schubert,
3717,tt0425573,Tsunami,ok,,,,,,
3763,tt0058430,Onibaba,ok,,,,,,
3764,tt0056049,The Naked Island,ok,,,,,,
3766,tt0040525,The Lady from Shanghai,ok,,,,,"Richard Wilson, William Castle, Orson Welles",
3767,tt0038559,Gilda,ok,,,,,Virginia Van Upp,
3777,tt0050613,Throne of Blood,ok,,,,,Sōjirō Motoki,
3780,tt0058888,Red Beard,ok,300000000,yen,,,"Ryūzō Kikushima, Tomoyuki Tanaka",
3782,tt0044741,Ikiru,ok,,,,,Sōjirō Motoki,
3783,tt0060303,Destination Saturn,ok,,,,,,
3785,tt0210595,Buck Rogers in the 25th Century,ok,,,,,,
3787,tt0075792,Buck Rogers,ok,,,,,,
3845,tt0311247,Ham and the Masked Marvel,ok,,,,,,
3846,tt0008338,The Musical Marvel,ok,,,,,,
3851,tt0475278,Für den unbekannten Hund,ok,,,,,"Dominik Reding, Benjamin Reding",
3865,tt0452971,Dark Blue Almost Black,ok,,,1082154.93,euro,,
3866,tt0060274,D-Day on Mars,ok,,,,,,
3867,tt0106509,El camino de las hormigas,ok,,,,,,
3870,tt0074084,1900,ok,,,,,Alberto Grimaldi,
3875,tt0386342,Brothers,ok,,,,,Sisse Graum Jørgensen,
3899,tt0060929,Sakima and the Masked Marvel,ok,,,,,,
3901,tt2165717,Deszcz,ok,,,,,,
3929,tt0031106,Blondie Brings Up Baby,ok,,,,,Robert Sparks,
3930,tt0031108,Blondie Takes a Vacation,ok,,,,,,
3931,tt0031107,Blondie Meets the Boss,ok,,,,,,
3934,tt0092068,Ménage,ok,,,,,"René Cleitman, Philippe Dussart, Gérard Depardieu",
3935,tt0075364,The Last Woman,ok,,,,,Edmondo Amati,
3936,tt0032261,Blondie Has Servant Trouble,ok,,,,,Robert Sparks,
3937,tt0032263,Blondie on a Budget,ok,,,,,,
3938,tt0032262,Blondie Plays Cupid,ok,,,,,,
3939,tt0033404,Blondie in Society,ok,,,,,,
3940,tt0034526,Blondie for Victory,ok,,,,,,
3941,tt0033403,Blondie Goes Latin,ok,,,,,,
3942,tt0034525,Blondie Goes to College,ok,,,,,Robert Sparks,
3943,tt0034527,Blondie's Blessed Event,ok,,,,,,
3944,tt0035895,Footlight Glamour,ok,,,,,Frank R. Strayer,
3959,tt0036049,It's a Great Life,ok,,,,,Frank R. Strayer,
3960,tt1104712,Weißt was geil wär...?!,ok,,,,,Ewa Karlström,
3961,tt0037866,Leave It to Blondie,ok,,,,,,
3962,tt0818108,Bis zum Ellenbogen,ok,,,,,Lars Büchel,
3966,tt0038367,Blondie Knows Best,ok,,,,,,
3967,tt0038368,Blondie's Lucky Day,ok,,,,,,
3968,tt0038691,Life with Blondie,ok,,,,,,
3969,tt0039200,Blondie in the Dough,ok,,,,,,
3970,tt0039201,Blondie's Anniversary,ok,,,,,,
3976,tt0039202,Blondie's Big Moment,ok,,,,,,
3977,tt0039203,Blondie's Holiday,ok,,,,,,
3978,tt0040173,Blondie's Reward,ok,,,,,,
3979,tt0040174,Blondie's Secret,ok,,,,,,
3982,tt1071785,The Sweet and the Bitter,ok,,,,,,
3983,tt0308071,Brucio nel vento,ok,,,,,"Lionello Cerri, Luigi Musini",
3984,tt0816626,Shelter Me,ok,,,,,,
3985,tt0041188,Blondie Hits the Jackpot,ok,,,,,Ted Richmond,
3986,tt0041189,Blondie's Big Deal,ok,,,,,Ted Richmond,
3987,tt0042243,Beware of Blondie,ok,,,,,,
3988,tt0042263,Blondie's Hero,ok,,,,,,
4023,tt0082749,A Thousand Billion Dollars,ok,,,,,,
4024,tt0054632,Last Year at Marienbad,ok,,,,,Robert Dorfmann,
4025,tt0057426,The Prize,ok,,,,,Pandro S. Berman,
4031,tt0072353,Going Places,ok,,,,,Paul Claudon,
4033,tt0176295,Vivement Truffaut,ok,,,,,,
4034,tt0058203,That Man from Rio,ok,,,,,"Georges Dancigers, Alexandre Mnouchkine",
4049,tt0077615,The Glass Cell,ok,,,,,Bernd Eichinger,
4050,tt0378715,Snowland,ok,,,,,Hans W. Geißendörfer,
4051,tt0084946,The Magic Mountain,ok,,,,,Franz Seitz Jr.,
4073,tt0070090,The Down-in-the-Hole Gang,ok,,,,,Raymond Leblanc,
4104,tt0106387,Benny & Joon,ok,,,,,Susan Arnold,
4106,tt0196381,Checkpoint,ok,,,,,Konstantin Ernst,
4107,tt0280491,Bloody Sunday,ok,,,,,Mark Redhead,
4110,tt0243791,Blondie & Dagwood,ok,,,,,,
4111,tt0022700,Blondie of the Follies,ok,,,,,Manuela Gómez,
4112,tt0023817,Blondie Johnson,ok,,,,,,
4113,tt0043337,Biffen och Bananen,ok,,,,,,
4114,tt0044430,"Blondie, Biffen och Bananen",ok,,,,,,
4132,tt0175532,Le Château perdu,ok,,,,,,
4134,tt0481976,Het zwijgen,ok,,,,,,
4140,tt0841084,Blindsight,ok,,,,,Sybil Robson Orr,
4146,tt0071974,The Wonderful Crook,ok,,,,,,
4153,tt0055548,Vengeance of the Three Musketeers,ok,,,,,Raymond Borderie,
4154,tt0138874,Three Seasons,ok,,,,,Tony Bui,
4155,tt0071978,Paul and Michelle,ok,,,,,,
4156,tt0067118,Friends,ok,,,,,Lewis Gilbert,
4157,tt0806088,Heyy Babyy,ok,,,,,Sajid Nadiadwala,
4162,tt0075946,Tell Her That I Love Her,ok,,,,,Maurice Bernart,
4170,tt0399095,Trade,ok,,,,,Roland Emmerich,
4171,tt0486636,Odette Toulemonde,ok,,,,,Gaspard de Chavagnac,
4173,tt0041931,Stromboli,ok,,,,,Roberto Rossellini,
4174,tt0038109,Spellbound,ok,1500000,United States dollar,6400000,United States dollar,David O. Selznick,
4175,tt0042004,Under Capricorn,ok,,,,,"Sidney Bernstein, Baron Bernstein",
4179,tt0214000,Les Petites Bonnes,ok,,,,,,
4180,tt0090206,Three Men and a Cradle,ok,,,,,,
4181,tt0072770,Catherine & Co.,ok,,,,,,
4182,tt0059874,Life Upside Down,ok,,,,,,
4191,tt0061955,The Bride Wore Black,ok,747000,United States dollar,9600000,United States dollar,Marcel Berbert,
4194,tt0059872,A Matter of Resistance,ok,,,,,Nicole Stéphane,
4195,tt0056165,Bluebeard,ok,,,,,"Georges de Beauregard, Carlo Ponti",
4196,tt0174862,Lenin: The Train,ok,,,,,,
4199,tt0074853,The Man in the Iron Mask,ok,,,,,Norman Rosemont,
4201,tt0079152,The Fifth Musketeer,ok,,,,,Ted Richmond,
4202,tt0083789,Danton,ok,,,,,Margaret Menegoz,
4203,tt0095675,Women on the Verge of a Nervous Breakdown,ok,700000,United States dollar,,,"Pedro Almodóvar, Agustín Almodóvar",R
4204,tt1024733,$5 a Day,ok,,,,,,
4205,tt0105048,"Oh, What a Night",ok,,,,,,
4208,tt0077915,Martin and Lea,ok,,,,,"Yves Robert, Danièle Delorme",
4213,tt1031932,Counterparts,ok,,,,,,
4217,tt0012092,Danton,ok,,,,,,
4226,tt0212235,Shriek If You Know What I Did Last Friday the Thirteenth,ok,5000000,United States dollar,,,,
4227,tt0084158,I Married a Shadow,ok,,,,,Alain Sarde,
4228,tt0098238,The French Revolution,ok,,,,,"Denis Héroux, Bodo Scriba, Alexandre Mnouchkine",
4229,tt0985108,The Scary Movie,ok,,,,,,
4230,tt0128457,Scary Texas Movie,ok,,,,,,
4231,tt0256007,The Erotic Ghost,ok,,,,,,
4235,tt0064169,The Sicilian Clan,ok,,,,,,GP
4237,tt0329099,Freak Out,ok,,,,,,
4238,tt0295973,The Erotic Mirror,ok,,,,,,
4239,tt0082217,Croque la vie,ok,,,,,,
4240,tt0212559,Titanic 2000,ok,,,,,,
4241,tt0290329,Visitor Q,ok,,,,,,
4242,tt0138078,Scary Movie,ok,,,,,,
4243,tt0975676,The Heart Is a Dark Forest,ok,,,,,Tom Tykwer,
4244,tt0219854,The Kid,ok,,,,,"Hunt Lowry, Christina Steinberg, Jon Turteltaub",
4249,tt0299690,The Comeback,ok,,,,,Paul Graham,
4250,tt0808425,Pornorama,ok,,,,,Bernd Eichinger,
4251,tt0420332,Veer-Zaara,ok,,,,,"Aditya Chopra, Yash Chopra",
4252,tt0346723,Chalte Chalte,ok,,,,,"Shah Rukh Khan, Aziz Mirza, Juhi Chawla",
4253,tt0378072,Hum Tum,ok,,,,,"Aditya Chopra, Yash Chopra",
4254,tt0347304,Kal Ho Naa Ho,ok,,,,,"Yash Johar, Karan Johar",
4255,tt0065904,The Party at Kitty and Stud's,ok,5000,United States dollar,,,,
4260,tt0487936,The Perfect Scary Movie,ok,,,,,,
4261,tt0187359,We Won't Go to the Woods Anymore,ok,,,,,,
4266,tt0066318,The Breach,ok,,,,,André Génovès,
4267,tt0078122,Get Out Your Handkerchiefs,ok,,,,,"Paul Claudon, Georges Dancigers, Alexandre Mnouchkine",
4268,tt0079251,The Other One's Mug,ok,,,,,,
4269,tt0084843,A Room in Town,ok,,,,,Christine Gouze-Rénal,
4270,tt0087314,The Bitch,ok,,,,,Alain Sarde,
4271,tt0096386,Life Is a Long Quiet River,ok,,,,,Charles Gassot,
4272,tt0102367,My Life Is Hell,ok,,,,,,
4274,tt0087284,Fort Saganne,ok,,,,,"Albina du Boisrouvray, Samuel Bronston",
4279,tt0067397,The Married Couple of the Year Two,ok,,,,,Alain Poiré,
4282,tt0155157,Serial Lover,ok,,,,,,
4283,tt0772193,Primeval,ok,,,,,Gavin Polone,
4284,tt0339531,Sasquatch Hunters,ok,,,,,,
4285,tt0117143,It's a Jungle Out There,ok,,,,,,
4286,tt0074686,The Innocent,ok,,,,,Jacques Leitienne,
4287,tt0066799,The Most Gentle Confessions,ok,,,,,,
4288,tt0082379,The Final Terror,ok,,,,,Joe Roth,
4289,tt0365653,Dinocroc,ok,,,,,Roger Corman,
4290,tt0827735,Supergator,ok,,,,,Roger Corman,
4291,tt0199683,Kikujiro,ok,,,,,Masayuki Mori,PG-13
4292,tt0092944,Eat the Rich,ok,,,,,,
4295,tt0145038,L.A. Vice,ok,,,,,,
4296,tt0097883,Millennium,ok,,,,,Freddie Fields,
4297,tt0298068,Monsieur Truffaut Meets Mr. Hitchcock,ok,,,,,,
4300,tt0050997,The Witches of Salem,ok,,,,,Raymond Borderie,
4311,tt0059050,The Sleeping Car Murders,ok,,,,,,
4322,tt0089054,Drei gegen drei,ok,,,,,Bernd Eichinger,
4323,tt0057287,Ein Mann im schönsten Alter,ok,,,,,,
4324,tt0057640,Venusberg,ok,,,,,Franz Seitz Jr.,
4325,tt0073514,Parapsycho: Spectrum of Fear,ok,,,,,,
4326,tt0322545,Berlin Blues,ok,,,,,Claus Boje,
4337,tt0109275,The Birds II: Land's End,ok,,,,,Ted Kurdyla,
4338,tt0125211,I Woke Up Early the Day I Died,ok,,,,,Billy Zane,
4339,tt0100557,The Nasty Girl,ok,,,,,Senta Berger,
4344,tt0949423,Hotel Very Welcome,ok,,,,,"Janine Jackowski, Maren Ade",
4352,tt0478813,The Trap,ok,,,,,,
4365,tt0093582,Munchies,ok,,,,,Roger Corman,
4366,tt0096857,The Austrian,ok,,,,,Raymond Danon,
4367,tt0088888,Cat on a Hot Tin Roof,ok,,,,,,
4368,tt0326820,Dark Wolf,ok,,,,,,
4369,tt0231844,Just a Question of Love,ok,,,,,,
4370,tt0080415,The Lady Banker,ok,,,,,Ariel Zeitoun,
4371,tt0061164,La Voleuse,ok,,,,,Hans Oppenheimer,
4373,tt0066113,"My Lover, My Son",ok,,,,,,
4374,tt0064775,Otley,ok,,,,,,
4375,tt0061647,Triple Cross,ok,,,,,Jacques-Paul Bertrand,PG
4376,tt0109526,Dallas Doll,ok,,,,,,
4377,tt0355683,The Child I Never Was,ok,,,,,,
4378,tt0087773,Obituary of a Beast,ok,,,,,,
4382,tt0051963,Rosemary,ok,,,,,Luggi Waldleitner,
4383,tt0053432,She Walks by Night,ok,,,,,Wolf C. Hartwig,
4384,tt0075154,Rosemary's Daughter,ok,,,,,Luggi Waldleitner,
4386,tt0066789,Law Breakers,ok,,,,,,
4387,tt0117132,A Girl Called Rosemarie,ok,,,,,Uschi Reich,
4391,tt0067941,The Hassled Hooker,ok,,,,,,
4393,tt0065951,Strogoff,ok,,,,,Artur Brauner,
4394,tt0174015,Maître Pygmalion,ok,,,,,,
4395,tt0082330,Angels of Iron,ok,,,,,Heinz Angermeyer,
4396,tt0051695,Die Halbzarte,ok,,,,,,
4397,tt0074290,Casanova & Co.,ok,,,,,Carl Szokoll,
4398,tt0498525,Lissi and the Wild Emperor,ok,,,,,Michael Herbig,
4399,tt0259102,Wambo,ok,,,,,Helmut Dietl,
4402,tt0436660,Part of the Game,ok,,,,,,
4403,tt0472109,Crossed,ok,,,,,,
4408,tt0099728,Der Hammermörder,ok,,,,,Artur Brauner,
4410,tt0062204,Risky Business,ok,,,,,Alain Poiré,
4412,tt0050709,Les Misérables,ok,,,,,,
4416,tt0084340,Les Misérables,ok,,,,,,
4419,tt0039629,Les Misérables,ok,,,,,Carlo Ponti,
4423,tt0113225,Der große Abgang,ok,,,,,,
4436,tt0466713,Military Academy,ok,,,,,Quirin Berg,
4439,tt1848913,Goy,ok,,,,,Felix Kersting,
4441,tt0424880,Candy,ok,,,1630587,Australian dollar,"Emile Sherman, Margaret Fink",
4443,tt0069593,Shadowman,ok,,,,,Raymond Froment,
4451,tt0857233,"Mein Freund, der Mörder",ok,,,,,,
4452,tt0063997,Al Capone im deutschen Wald,ok,,,,,,
4453,tt0043835,Nights on the Road,ok,,,,,Erich Pommer,
4454,tt0048680,Svengali,ok,,,,,George Minter,
4455,tt0053316,Subway in the Sky,ok,,,,,Sydney Box,
4456,tt0052803,Port of Desire,ok,,,,,,
4457,tt0096453,Witchcraft (Evil Encounters),ok,,,,,Joe D'Amato,
4458,tt0056848,Ballad for a Hoodlum,ok,,,,,,
4459,tt0044967,Night Without Sleep,ok,,,,,,
4460,tt0045162,The Snows of Kilimanjaro,ok,3000000,United States dollar,6500000,United States dollar,Darryl F. Zanuck,
4461,tt0043459,Decision Before Dawn,ok,,,1550000,United States dollar,"Frank McCarthy, Anatole Litvak",
4462,tt0044552,Diplomatic Courier,ok,,,,,Casey Robinson,
4463,tt0047022,Confession Under Four Eyes,ok,,,,,,
4465,tt0085171,Annas Mutter,ok,,,,,Dieter Schidor,
4466,tt0087232,Der Fall Bachmeier - Keine Zeit für Tränen,ok,,,,,Hark Bohm,
4467,tt0044098,Die Sünderin,ok,,,,,Rolf Meyer,
4470,tt0110824,Das Phantom,ok,,,,,,
4474,tt0465624,My Super Ex-Girlfriend,ok,,,,,"Gavin Polone, Arnon Milchan",
4475,tt1134629,The Private Lives of Pippa Lee,ok,,,,,Brad Pitt,
4479,tt0077936,Les Misérables,ok,,,,,Lew Grade,
4480,tt0091288,Jean de Florette,ok,,,,,Alain Poiré,
4481,tt0091480,Manon of the Spring,ok,,,,,Alain Poiré,
4482,tt0113149,French Twist,ok,,,,,Claude Berri,
4483,tt0084589,The Return of Martin Guerre,ok,,,,,Daniel Vigne,
4485,tt0082269,Diva,ok,,,,,"Claudie Ossard, Serge Silberman",
4486,tt0097635,Jesus of Montreal,ok,,,,,"Roger Frappier, Pierre Gendron",
4489,tt0105610,Tod der Engel,ok,,,,,,
4494,tt0078797,Rapture,ok,,,,,,
4495,tt0070040,The Spirit of the Beehive,ok,,,,,Elías Querejeta,
4496,tt0074398,The Disenchantment,ok,,,,,Elías Querejeta,
4497,tt0055601,Viridiana,ok,,,,,Gustavo Alatriste,
4498,tt0057643,The Executioner,ok,,,,,,
4499,tt0081323,"Pepi, Luci, Bom",ok,,,,,,
4500,tt0081820,Opera Prima,ok,,,,,,
4501,tt0335663,Der Fall Rohrbach,ok,,,,,,
4507,tt0104545,Jamon Jamon,ok,,,,,Andrés Vicente Gómez,
4516,tt0778784,My Best Friend,ok,,,,,Olivier Delbosc,PG-13
4519,tt0825244,Conversations with My Gardener,ok,,,25000000,United States dollar,Louis Becker,
4520,tt0857265,Sleuth,ok,,,,,"Jude Law, Simon Halfon",
4526,tt0060600,"Death Is Nimble, Death Is Quick",ok,,,,,Hans Pflüger,
4527,tt0059364,"Kiss Kiss, Kill Kill",ok,,,,,Hans Pflüger,
4528,tt0054761,The Count of Monte Cristo,ok,,,,,,
4529,tt0060295,The Defector,ok,,,,,,
4532,tt0060076,"So Darling, So Deadly",ok,,,,,Hans Pflüger,
4533,tt0061878,Kill Me Gently,ok,,,,,Theo Maria Werner,
4534,tt0061877,"Kill, Panther, Kill!",ok,,,,,,
4535,tt0063193,Island of Lost Girls,ok,,,,,,
4536,tt0989101,The World's Biggest Penis,ok,,,,,,
4537,tt0067310,The Tiger Gang,ok,,,,,,
4539,tt0102015,Hearts of Darkness: A Filmmaker's Apocalypse,ok,,,,,Les Mayfield,
4540,tt0021836,Emil and the Detectives,ok,,,,,Günther Stapenhorst,
4541,tt0026312,Emil and the Detectives,ok,,,,,,
4542,tt0058056,Emil and the Detectives,ok,,,,,Walt Disney,
4544,tt0046954,Emil and the Detectives,ok,,,,,Kurt Ulrich,
4546,tt0072824,The Count of Monte-Cristo,ok,,,,,,
4550,tt0451094,Lady Vengeance,ok,4500000,United States dollar,22590402,United States dollar,,R
4554,tt0059468,Manhattan Night of Murder,ok,,,,,Constantin Film,
4555,tt0059686,The Violin Case Murders,ok,,,,,Constantin Film,
4556,tt0446750,Nightwatching,ok,,,,,Carlo Dusi,
4557,tt0061137,Jerry Cotton: The Trap Snaps Shut at Midnight,ok,,,,,,
4558,tt0041719,Orpheus,ok,,,,,André Paulvé,
4559,tt0104444,Hot Chocolate,ok,,,,,Monique Annaud,
4560,tt0091398,The Beauty of Vice,ok,,,,,,
4561,tt0073115,The Story of O,ok,,,,,Claude Giroux,NC-17
4562,tt0060887,Jerry Cotton: Tip Not Included,ok,,,,,,
4565,tt0062024,Murderers Club of Brooklyn,ok,,,,,Constantin Film,
4567,tt0066554,The Females,ok,,,,,Luggi Waldleitner,
4568,tt0066358,Sex-Power,ok,,,,,,
4569,tt0063704,Jerry Cotton: Death in the Red Jaguar,ok,,,,,Constantin Film,
4570,tt0072022,As Long as One Is Intoxicated,ok,,,,,,
4571,tt0083059,Season of Peace in Paris,ok,,,,,,
4572,tt0062919,Jerry Cotton: Death and Diamonds,ok,,,,,,
4573,tt0075407,The Peaks of Zelengore,ok,,,,,,
4574,tt0063705,Deadly Shots on Broadway,ok,,,,,Heinz Willeg,
4578,tt0062979,Flesh,ok,,,,,Andy Warhol,
4579,tt0068688,Heat,ok,,,,,Andy Warhol,
4580,tt0073196,"I Love You, I Don't",ok,,,,,"Jacques-Éric Strauss, Claude Berri",
4595,tt0040497,Jour de Fête,ok,,,,,,
4610,tt0111183,The Invincibles,ok,,,,,Günter Rohrbach,
4611,tt0097414,Money,ok,,,,,,
4613,tt0286947,Scorched,ok,,,,,Al Corley,
4615,tt0081047,College Girl on Vacation,ok,,,,,Camillo Teti,
4616,tt0082284,The Doctor Prefers Sailors,ok,,,,,Camillo Teti,
4627,tt0772181,Krabat,ok,,,,,Jakob Claussen,
4628,tt0083891,Enigma,ok,,,,,,
4630,tt0499166,It's Winter,ok,,,,,,
4633,tt1107809,Cutlass,ok,,,,,,
4635,tt1086724,The Trap,ok,,,,,,
4639,tt0092641,Best Seller,ok,,,,,,
4641,tt0494716,Read It and Weep,ok,,,,,Don Schain,
4644,tt0924134,The Year of Getting to Know Us,ok,,,,,Kia Jam,
4645,tt0094407,Ödipussi,ok,,,,,Horst Wendlandt,
4652,tt0183126,The Golden Goose,ok,,,,,,
4653,tt0165344,Kampftag,ok,,,,,,
4654,tt0087191,Echt tu matsch,ok,,,,,Bertram Verhaag,
4655,tt0080710,Traficantes Del Panico,ok,,,,,René Cardona Jr.,
4656,tt1105288,Snipers Valley,ok,,,,,Michael Röhrig,
4657,tt0382765,Jindabyne,ok,,,5302912,Australian dollar,,
4658,tt0488508,Arctic Tale,ok,,,,,Adam Leipzig,
4659,tt0087669,Mama Mia - Nur keine Panik,ok,,,,,Karl Spiehs,
4660,tt0192210,Kolp,ok,,,,,,
4676,tt0340137,Grande école,ok,,,,,Humbert Balsan,
4678,tt0100869,The Life of the Dead,ok,,,,,,
4679,tt0067773,Someone Behind the Door,ok,,,,,"Raymond Danon, Nicolas Gessner",
4680,tt0069967,Two Men in Town,ok,,,,,"Hercule Mucchielli, André Muchielli, Alain Delon",
4681,tt0072359,Jury of One,ok,,,,,Carlo Ponti,
4682,tt0077211,La Barricade du Point-du-Jour,ok,,,,,,
4683,tt0069442,A Gorgeous Girl Like Me,ok,,,,,Marcel Berbert,
4684,tt0085264,Bolero,ok,,,,,,
4685,tt0205250,Swimming Instructor,ok,,,,,,
4695,tt0102629,Pappa ante Portas,ok,,,,,Horst Wendlandt,
4700,tt0089329,Im Himmel ist die Hölle los,ok,,,,,,
4701,tt0052270,A Tale of Two Cities,ok,,,,,Betty Box,
4702,tt0068226,The Assassination of Trotsky,ok,2500000,United States dollar,,,Norman Priggen,
4703,tt0071385,Daisy Miller,ok,,,,,Frank Marshall,
4705,tt0074682,The Sensuous Nurse,ok,,,,,Carlo Ponti,
4706,tt0079428,The Lady Vanishes,ok,,,,,Michael Carreras,
4707,tt0064458,"Hurra, die Schule brennt",ok,,,,,Franz Seitz Jr.,
4708,tt0060814,Is Paris Burning?,ok,,,,,Paul Graetz,
4709,tt0048104,Holiday for Henrietta,ok,,,,,,
4710,tt0060675,Masculin Féminin,ok,,,,,Anatole Dauman,
4719,tt0055759,Arsène Lupin vs. Arsène Lupin,ok,,,,,,
4727,tt0058135,Le Gendarme de Saint-Tropez,ok,,,,,"René Pignières, Gérard Beytout",
4728,tt0060450,The Gendarme in New York,ok,,,,,"René Pignères, Paul Laffargue, Gérard Beytout",
4729,tt0063005,The Gendarme Gets Married,ok,,,,,,
4730,tt0064746,OSS 117 Takes a Vacation,ok,,,,,Pierre Kalfon,
4731,tt0057469,Sandokan the Great,ok,,,,,,
4732,tt0053695,Captain Fracasse,ok,,,,,Adolphe Osso,
4733,tt0059328,The Gardener of Argenteuil,ok,,,,,Raymond Danon,
4734,tt0103190,Van Gogh,ok,,,,,Sylvie Pialat,
4735,tt0074231,The Good and the Bad,ok,,,,,,
4736,tt0038631,The Idiot,ok,,,,,,
4738,tt1034388,You're Not Alone,ok,,,,,Katrin Schlösser,
4739,tt0067652,Raphael or the Debauched One,ok,,,,,,
4746,tt0067667,Appointment in Bray,ok,,,,,,
4747,tt0068991,Nathalie Granger,ok,,,,,"Jean-Michel Carré, Luc Moullet",
4750,tt0215386,It Could Be Worse,ok,,,,,,
4762,tt0073858,The Lost Honor of Katharina Blum,ok,,,,,,
4764,tt0077697,Horoscope,ok,,,,,,
4765,tt0073142,The Red Ibis,ok,,,,,,
4766,tt0066042,The House,ok,,,,,,
4767,tt1300240,Here We Come,ok,,,,,,
4772,tt0060268,Cul-de-sac,ok,,,,,"Tony Tenser, Michael Klinger, Gene Gutowski",
4781,tt0060481,The War Is Over,ok,,,,,"Kathryn Winter, Anatole Dauman",
4782,tt0110002,Heart of Darkness,ok,,,,,,
4785,tt0285960,When the City Awakes,ok,,,,,,
4786,tt0405393,Rudo & Cursi,ok,,,11200000,United States dollar,"Javier Arévalo, Guillermo del Toro, Alfonso Cuarón",
4788,tt0073626,Revolver,ok,,,477374000,Italian lira,,
4789,tt0065777,The Garden of the Finzi-Continis,ok,,,,,"Gianni Hecht Lucari, Artur Brauner, Arthur Cohn",
4790,tt0071890,The Nada Gang,ok,,,,,André Génovès,
4791,tt0070139,Blood Brothers,ok,,,,,Gianni Hecht Lucari,
4792,tt0069419,Killer,ok,,,,,,
4798,tt0063152,"Je T'Aime, Je T'Aime",ok,,,,,Mag Bodard,
4799,tt0158299,Perfectionist,ok,,,,,,
4800,tt0078954,Charles and Lucie,ok,,,,,,
4807,tt0048642,Son of Sinbad,ok,,,,,,
4808,tt0056923,Charade,ok,4000000,United States dollar,13474588,United States dollar,Stanley Donen,
4809,tt0048130,"Good Morning, Miss Dove",ok,,,,,Samuel G. Engel,
4813,tt0094395,Three Crazy Jerks,ok,,,,,Karl Spiehs,
4814,tt0096514,Three Crazy Jerks II,ok,,,,,Luggi Waldleitner,
4815,tt0096058,Schön war die Zeit,ok,,,,,,
4820,tt0053108,Never So Few,ok,,,,,Edmund Grainger,
4822,tt0048260,Kismet,ok,,,,,Arthur Freed,
4825,tt0048140,Guys and Dolls,ok,,,,,Samuel Goldwyn,
4826,tt0366900,Five Moons Plaza,ok,,,,,"Pete Maggi, Renzo Martinelli",
4832,tt0492931,The 11th Hour,ok,,,,,Leonardo DiCaprio,
4834,tt0122732,Starke Zeiten,ok,,,,,Karl Spiehs,
4835,tt0057936,Male Hunt,ok,,,,,,
4837,tt0061495,La Collectionneuse,ok,,,,,"Barbet Schroeder, Georges de Beauregard",
4838,tt0188311,Les Îles,ok,,,,,,
4839,tt0443570,Love Life,ok,,,,,Stefan Arndt,
4840,tt0098114,Ein Prachtexemplar,ok,,,,,,
4841,tt0088038,The Blood of Others,ok,,,,,Denis Héroux,
4857,tt0062639,"Farewell, Friend",ok,,,,,Serge Silberman,
4868,tt0059219,Genghis Khan,ok,,,,,Irving Allen,
4879,tt0061075,Ten Little Indians,ok,,,,,Harry Alan Towers,
4880,tt0803047,Nichts als Gespenster,ok,,,,,,
4881,tt0059403,Love Has Many Faces,ok,,,,,Jerry Bresler,
